id	effectiveTime	active	moduleId	refSetId	referencedComponentId	mapGroup	mapPriority	mapRule	mapAdvice	mapTarget	correlationId	mapCategoryId
204fae07-1b9b-5eb8-8139-2d641fcc4d14	20130201	1	449080006	447562003	111222003	1	3	IFA 202078001 | Parrot beak tear of posterior horn of medial meniscus (disorder) |	IF PARROT BEAK TEAR OF POSTERIOR HORN OF MEDIAL MENISCUS CHOOSE S83.2 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT | MAPPED FOLLOWING WHO GUIDANCE | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S83.2	447561005	447639009
23b0e91c-0628-5ca2-af25-51545d1553ce	20130201	1	449080006	447562003	111222003	1	4	IFA 5313005 | Derangement of posterior horn of medial meniscus (disorder) |	IF DERANGEMENT OF POSTERIOR HORN OF MEDIAL MENISCUS CHOOSE M23.32 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	M23.32	447561005	447639009
57268c5f-ea6f-59c1-8d7e-53b4bb8cbe24	20130201	1	449080006	447562003	111222003	1	8	IFA 263123005 | Bucket handle tear of medial meniscus of knee (disorder) |	IF BUCKET HANDLE TEAR OF MEDIAL MENISCUS OF KNEE CHOOSE S83.2 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT | MAPPED FOLLOWING WHO GUIDANCE | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S83.2	447561005	447639009
61c568a1-3856-5ebb-9899-7c494ca5e62d	20130201	1	449080006	447562003	111222003	1	9	OTHERWISE TRUE	ALWAYS M23.33	M23.33	447561005	447637006
8b0c2b80-4018-56de-be4e-ed612cd4559e	20130201	1	449080006	447562003	111222003	1	5	IFA 9771006 | Derangement of anterior horn of medial meniscus (disorder) |	IF DERANGEMENT OF ANTERIOR HORN OF MEDIAL MENISCUS CHOOSE M23.31 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	M23.31	447561005	447639009
9e43411c-eef0-5c5f-82bc-6e4f5e2dc318	20130201	1	449080006	447562003	111222003	1	6	IFA 202081006 | Horizontal cleavage tear of medial meniscus (disorder) |	IF HORIZONTAL CLEAVAGE TEAR OF MEDIAL MENISCUS CHOOSE S83.2 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT | MAPPED FOLLOWING WHO GUIDANCE | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S83.2	447561005	447639009
9e70ecf8-3e83-50f1-b917-c3e35b781e24	20130201	1	449080006	447562003	111222003	1	1	IFA 309744003 | Old tear of posterior horn of medial meniscus (disorder) |	IF OLD TEAR OF POSTERIOR HORN OF MEDIAL MENISCUS CHOOSE M23.22 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	M23.22	447561005	447639009
ddde4510-618c-5dcb-bd41-d158121ed121	20130201	1	449080006	447562003	111222003	1	7	IFA 202082004 | Multiple tears of medial meniscus (disorder) |	IF MULTIPLE TEARS OF MEDIAL MENISCUS CHOOSE S83.2 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT | MAPPED FOLLOWING WHO GUIDANCE | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S83.2	447561005	447639009
ff7dd62d-b368-57ed-9de9-c6d40578e293	20130201	1	449080006	447562003	111222003	1	2	IFA 86378006 | Old bucket handle tear of medial meniscus (disorder) |	IF OLD BUCKET HANDLE TEAR OF MEDIAL MENISCUS CHOOSE M23.23 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	M23.23	447561005	447639009
39e7d997-43d8-5dea-bf69-111688d1533a	20130201	1	449080006	447562003	111224002	1	1	TRUE	ALWAYS M23.39 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	M23.39	447561005	447637006
64401d34-b982-52f3-87ec-608f50bfbeba	20130201	1	449080006	447562003	111235007	1	1	TRUE	DESCENDANTS NOT EXHAUSTIVELY MAPPED | MAP SOURCE CONCEPT CANNOT BE CLASSIFIED WITH AVAILABLE DATA		447561005	447638001
40c090ba-aa4c-5817-a149-49f63456fcba	20130201	1	449080006	447562003	111253001	1	1	TRUE	ALWAYS M86.99 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR CAUSATIVE AGENT CODE	M86.99	447561005	447637006
5b22704f-4968-5bc1-88ef-c34a0882d599	20130201	1	449080006	447562003	111293003	1	1	TRUE	ALWAYS I82.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	I82.9	447561005	447637006
ea450942-9806-5c7c-999e-d1b41a3f30c8	20130201	1	449080006	447562003	111296006	1	1	TRUE	ALWAYS I65.1	I65.1	447561005	447637006
24b171c4-de74-5c83-9404-471c5dff97f0	20130201	1	449080006	447562003	111333002	1	1	IFA 248153007 | Male (finding) |	DESCENDANTS NOT EXHAUSTIVELY MAPPED | MAP IS CONTEXT DEPENDENT FOR GENDER	Q55.9	447561005	447639009
821cc108-af18-5bfb-8f94-0b66fba0c9fa	20130201	1	449080006	447562003	111333002	1	2	IFA 248152002 | Female (finding) |	DESCENDANTS NOT EXHAUSTIVELY MAPPED | MAP IS CONTEXT DEPENDENT FOR GENDER	Q52.9	447561005	447639009
8f49a0bb-7826-5fb3-8b23-b0626efc5e78	20130201	1	449080006	447562003	111333002	1	3	OTHERWISE TRUE	DESCENDANTS NOT EXHAUSTIVELY MAPPED | MAP SOURCE CONCEPT CANNOT BE CLASSIFIED WITH AVAILABLE DATA		447561005	447638001
302654d8-f78c-592f-93da-d2f036912a5b	20130201	1	449080006	447562003	111347003	1	1	IFA 11625007 | Torus mandibularis (disorder) |	IF TORUS MANDIBULARIS CHOOSE K10.0 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	K10.0	447561005	447639009
48dd8296-8669-51c5-8b08-0107244af340	20130201	1	449080006	447562003	111347003	1	4	OTHERWISE TRUE	ALWAYS K10.8	K10.8	447561005	447637006
9dc766c7-2cf3-5d11-9ded-55f151e6d1fb	20130201	1	449080006	447562003	111347003	1	2	IFA 36038007 | Goundou of yaws (disorder) |	IF GOUNDOU OF YAWS CHOOSE A66.6 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	A66.6	447561005	447639009
f58ced31-0226-5620-a2c7-e00f0dcd16c8	20130201	1	449080006	447562003	111347003	1	3	IFA 109459007 | Enamel spur (disorder) |	IF ENAMEL SPUR CHOOSE K00.2 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	K00.2	447561005	447639009
5926a1a0-4529-540d-bea8-6b5ddda9cb6f	20130201	1	449080006	447562003	111479008	1	1	TRUE	ALWAYS F06.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	F06.9	447561005	447637006
00d421c0-7d88-5587-ab6b-4413ece06168	20130201	1	449080006	447562003	111521006	1	1	TRUE	ALWAYS H18.4 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	H18.4	447561005	447637006
f00b3b16-a7ac-5ce1-8e07-579f0c342321	20130201	1	449080006	447562003	111970001	1	1	TRUE	ALWAYS I51.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	I51.9	447561005	447637006
2ec36033-fd53-54fa-9055-c1549d0831ed	20130731	1	449080006	447562003	11263005	1	1	TRUE	ALWAYS L98.8 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	L98.8	447561005	447637006
184dfad6-1c4e-5ee0-8e50-62b5b7596976	20130201	1	449080006	447562003	11381005	1	1	TRUE	ALWAYS L70.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	L70.9	447561005	447637006
39a57f31-30bc-5c02-a0cd-51ffd8534081	20130201	1	449080006	447562003	11386000	1	1	TRUE	ALWAYS S01.3 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S01.3	447561005	447637006
c28dde6a-8c53-5bca-b834-5e24816462a8	20130731	1	449080006	447562003	11406003	1	1	TRUE	ALWAYS T20.2 | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	T20.2	447561005	447637006
7753ac34-dd2a-567b-a209-e4d47d70dd81	20130201	1	449080006	447562003	116022009	1	1	TRUE	ALWAYS Q89.7 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	Q89.7	447561005	447637006
f7bafc21-9d18-5732-b02c-02c2bc40ea62	20130201	1	449080006	447562003	116224001	1	1	TRUE	ALWAYS T88.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	T88.9	447561005	447637006
e6c3ab49-b085-5791-b783-8937424987a0	20130201	1	449080006	447562003	116339002	1	1	TRUE	DESCENDANTS NOT EXHAUSTIVELY MAPPED | MAP SOURCE CONCEPT CANNOT BE CLASSIFIED WITH AVAILABLE DATA		447561005	447638001
07425518-fde0-5780-9b4c-da477078b7bc	20130201	1	449080006	447562003	11791001	1	1	TRUE	ALWAYS M31.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	M31.9	447561005	447637006
6fc745ef-b88a-5323-b9a4-df4c004927b5	20130201	1	449080006	447562003	118600007	1	1	TRUE	ALWAYS C85.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR MORPHOLOGY CODE	C85.9	447561005	447637006
118aa133-ba19-5477-b381-397092d3c7cb	20130201	1	449080006	447562003	118642009	1	1	TRUE	ALWAYS Q64.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	Q64.9	447561005	447637006
78f9da09-4d97-589a-bbb8-ed3a17433e50	20130201	1	449080006	447562003	118654009	1	1	TRUE	ALWAYS R60.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	R60.9	447561005	447637006
2f595303-b835-505f-8453-f40c79c61423	20130201	1	449080006	447562003	118928003	1	1	TRUE	DESCENDANTS NOT EXHAUSTIVELY MAPPED | MAP SOURCE CONCEPT CANNOT BE CLASSIFIED WITH AVAILABLE DATA		447561005	447638001
095f2045-7f9e-56a2-8b3d-b84f5389d614	20130731	1	449080006	447562003	118932009	1	1	TRUE	DESCENDANTS NOT EXHAUSTIVELY MAPPED | MAP SOURCE CONCEPT CANNOT BE CLASSIFIED WITH AVAILABLE DATA		447561005	447638001
b439cfb0-7a35-5b37-b255-f81ba77e9980	20130201	1	449080006	447562003	118937003	1	1	TRUE	DESCENDANTS NOT EXHAUSTIVELY MAPPED | MAP SOURCE CONCEPT CANNOT BE CLASSIFIED WITH AVAILABLE DATA		447561005	447638001
fedfcf66-e1a3-577e-9cdb-f7abf7ca188f	20130201	1	449080006	447562003	118938008	1	1	TRUE	ALWAYS K92.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	K92.9	447561005	447637006
7a40846b-5cb6-5dd0-bca0-65d960295811	20130201	1	449080006	447562003	118939000	1	1	TRUE	ALWAYS M53.92 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	M53.92	447561005	447637006
5f921b2b-3cbb-5a9e-a5dc-dc715cf79cf8	20130201	1	449080006	447562003	118944007	1	1	TRUE	ALWAYS M25.91 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	M25.91	447561005	447637006
14aae6a7-fcfe-5d8b-b3d8-8939a2132bbc	20130201	1	449080006	447562003	12026006	1	1	IFA 195069001 | Paroxysmal atrial tachycardia (disorder) |	IF PAROXYSMAL ATRIAL TACHYCARDIA CHOOSE I47.1 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	I47.1	447561005	447639009
589256d8-21e4-5e62-94ff-ebf98b788a6f	20130731	1	449080006	447562003	12026006	2	2	OTHERWISE TRUE	MAP SOURCE CONCEPT CANNOT BE CLASSIFIED WITH AVAILABLE DATA		447561005	447638001
98fd4b89-3443-5c7f-8e8c-ba34e46a7665	20130201	1	449080006	447562003	12026006	1	3	OTHERWISE TRUE	ALWAYS I47.9	I47.9	447561005	447637006
a4c793b5-360f-5771-9fe8-0995f2395f78	20130731	1	449080006	447562003	12026006	2	1	IFA 39357005 | Paroxysmal atrial tachycardia with block (disorder) |	IF PAROXYSMAL ATRIAL TACHYCARDIA WITH BLOCK CHOOSE I45.9 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	I45.9	447561005	447639009
b14af308-73ef-53ce-8100-bdc0c7550d2b	20130201	1	449080006	447562003	12026006	1	2	IFA 66657009 | Paroxysmal ventricular tachycardia (disorder) |	IF PAROXYSMAL VENTRICULAR TACHYCARDIA CHOOSE I47.2 | MAP OF SOURCE CONCEPT IS CONTEXT DEPENDENT	I47.2	447561005	447639009
9a8a3373-4db9-5d34-8d4a-8980004a6328	20130201	1	449080006	447562003	12184005	1	1	TRUE	ALWAYS H53.4 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	H53.4	447561005	447637006
ce5d68f7-f9fa-5fb3-ac8d-eb0e098c6513	20130731	1	449080006	447562003	123948009	1	1	TRUE	DESCENDANTS NOT EXHAUSTIVELY MAPPED | MAP SOURCE CONCEPT CANNOT BE CLASSIFIED WITH AVAILABLE DATA		447561005	447638001
3eadf285-6b67-5f7e-9598-36eb05fd9938	20130731	1	449080006	447562003	123951002	1	1	TRUE	ALWAYS L03.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR CAUSATIVE AGENT CODE	L03.9	447561005	447637006
633d3e1e-6aa1-5344-bf72-9846b2e5137e	20130201	1	449080006	447562003	123976001	1	1	TRUE	DESCENDANTS NOT EXHAUSTIVELY MAPPED | MAP SOURCE CONCEPT CANNOT BE CLASSIFIED WITH AVAILABLE DATA		447561005	447638001
73f4ba8b-327e-5555-9fcc-7d1105c9f86d	20130731	1	449080006	447562003	125587004	1	1	TRUE	DESCENDANTS NOT EXHAUSTIVELY MAPPED | MAP SOURCE CONCEPT CANNOT BE CLASSIFIED WITH AVAILABLE DATA		447561005	447638001
f04197cd-4deb-553e-911c-ac5c45764fbd	20130731	1	449080006	447562003	125592002	1	1	TRUE	ALWAYS T14.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	T14.9	447561005	447637006
02eb7db0-27bf-5505-b110-e83197f16197	20130201	1	449080006	447562003	125593007	1	1	TRUE	ALWAYS S09.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S09.9	447561005	447637006
e961bbe8-648e-5640-b250-158be73ba371	20130201	1	449080006	447562003	125600009	1	1	TRUE	ALWAYS S79.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S79.9	447561005	447637006
eb994c29-1a48-593b-bbe1-29a08fd6d0c1	20130201	1	449080006	447562003	125601008	1	1	TRUE	ALWAYS S89.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S89.9	447561005	447637006
25a79a12-c7b5-59de-9cd6-de41dfd0be16	20130201	1	449080006	447562003	125602001	1	1	TRUE	ALWAYS S89.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S89.9	447561005	447637006
54f94cbc-7b36-5038-bf0c-e6e476ad49ee	20130201	1	449080006	447562003	125605004	1	1	TRUE	ALWAYS T14.20 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | MAPPED FOLLOWING WHO GUIDANCE | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	T14.20	447561005	447637006
ce25d94d-1ee5-5967-9d86-38c941c044ae	20130201	1	449080006	447562003	125606003	1	1	TRUE	ALWAYS S12.90 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | MAPPED FOLLOWING WHO GUIDANCE	S12.90	447561005	447637006
11be18d8-d620-514f-af7a-a8a188f4a0b4	20130201	1	449080006	447562003	125607007	1	1	TRUE	ALWAYS S22.00 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S22.00	447561005	447637006
2daf2fa8-b6d5-5ffd-8a4f-c76aa5b82da8	20130201	1	449080006	447562003	125608002	1	1	TRUE	ALWAYS S32.00 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S32.00	447561005	447637006
172c0242-b134-5050-84d7-8d2151f2962c	20130731	1	449080006	447562003	125610000	1	1	TRUE	ALWAYS T14.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	T14.9	447561005	447637006
906028a1-d94f-5dc8-bdf9-dde78cec7e61	20130201	1	449080006	447562003	125643001	1	1	TRUE	ALWAYS T14.1 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	T14.1	447561005	447637006
e4ac67b7-16c3-56cf-afec-b9b46f2a9c83	20130201	1	449080006	447562003	125666000	1	1	TRUE	ALWAYS T30.0 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	T30.0	447561005	447637006
a10eba12-3d0f-57d8-93a0-3fb6e64587af	20130201	1	449080006	447562003	125667009	1	1	TRUE	ALWAYS T14.0 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	T14.0	447561005	447637006
f1aefcbb-8921-5ab5-963d-424629337974	20130201	1	449080006	447562003	125668004	1	1	TRUE	ALWAYS S00.8 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR AN EXTERNAL CAUSE CODE	S00.8	447561005	447637006
5375004e-37f4-57fe-8ef1-db0c5f002be4	20130201	1	449080006	447562003	125670008	1	1	TRUE	DESCENDANTS NOT EXHAUSTIVELY MAPPED | MAP SOURCE CONCEPT CANNOT BE CLASSIFIED WITH AVAILABLE DATA		447561005	447638001
503dd593-1b29-5ea3-983e-1f6dedf45bc6	20130201	1	449080006	447562003	126485001	1	1	TRUE	ALWAYS L50.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED	L50.9	447561005	447637006
8298848c-8fce-5f13-9c57-2c8c0a62cee6	20130201	1	449080006	447562003	126488004	1	1	TRUE	ALWAYS D48.5 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR MORPHOLOGY CODE	D48.5	447561005	447637006
c156686f-f555-56b8-8117-0fec89efeba5	20130201	1	449080006	447562003	126537000	1	1	TRUE	ALWAYS D48.0 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR MORPHOLOGY CODE	D48.0	447561005	447637006
8c00f7d7-3fdc-5f25-86a4-15a092721f4d	20130201	1	449080006	447562003	126644004	1	1	TRUE	ALWAYS D48.7 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR MORPHOLOGY CODE	D48.7	447561005	447637006
1b538b71-f2f4-5446-b27b-529053518ca9	20130201	1	449080006	447562003	126657007	1	1	TRUE	ALWAYS D48.7 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR MORPHOLOGY CODE	D48.7	447561005	447637006
4b02feba-6ae6-5af7-8bcc-25c0afe5537a	20130731	1	449080006	447562003	126667002	1	1	TRUE	ALWAYS D38.6 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR MORPHOLOGY CODE	D38.6	447561005	447637006
cf89299f-26f0-5e1d-aec0-66d21fed2af4	20130201	1	449080006	447562003	126713003	1	1	TRUE	ALWAYS D38.1 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR MORPHOLOGY CODE	D38.1	447561005	447637006
9b6bc0b0-4056-52ea-bf3b-7c4455980ea2	20130201	1	449080006	447562003	126768004	1	1	TRUE	ALWAYS D37.9 | DESCENDANTS NOT EXHAUSTIVELY MAPPED | POSSIBLE REQUIREMENT FOR MORPHOLOGY CODE	D37.9	447561005	447637006
